DU145_NCI60	EKVX_NCI60	HCC2998_NCI60	HCT116_NCI60	HCT15_NCI60	HL60_NCI60	HOP62_NCI60	HOP92_NCI60	HS578T_NCI60	HT29_NCI60	IGROV1_NCI60	K562_NCI60	KM12_NCI60	LOXIMVI_NCI60	M14_NCI60	MALME3M_NCI60	MCF7_NCI60	MDAMB231_NCI60	MDAMB435_NCI60	MDAMB468_NCI60	MOLT4_NCI60	NCIADRES_NCI60	OVCAR3_NCI60	OVCAR4_NCI60	OVCAR5_NCI60	OVCAR8_NCI60	PC3_NCI60	RPMI8226_NCI60	RXF393_NCI60	SF268_NCI60	SF295_NCI60	SF539_NCI60	SKMEL2_NCI60	SKMEL28_NCI60	SKMEL5_NCI60	SKOV3_NCI60	SN12C_NCI60	SNB19_NCI60	SNB75_NCI60	SR_NCI60	SW620_NCI60	T47D_NCI60	TK10_NCI60	U031_NCI60	U251_NCI60	UACC257_NCI60	UACC62_NCI60
X3566.RPS7	9.113141909	8.950097022	9.060810772	9.248545558	9.218471988	8.997566703	9.179285438	9.123781276	9.206784618	9.08545188	9.068528477	9.133337267	9.149686185	9.170495728	9.14399877	9.025956273	9.048955246	8.991046251	9.081021968	9.065847492	9.034420425	9.17457193	9.238104134	9.142232667	9.038069746	9.13177478	9.00212219	9.157164623	9.20238873	9.112372235	9.227356187	9.184785712	9.051725012	9.107306098	9.145721009	9.007273417	8.931840586	9.134269544	9.041926811	9.219828167	9.048581176	9.0512479	9.139665526	9.142316754	9.122685591	8.950703737	9.056382393
X3567.PPP1CA	8.708654991	8.64978535	8.656113724	8.67816509	8.588559303	8.516563293	8.690367579	8.683034481	8.806573791	8.513616403	8.655835643	8.583840308	8.52657715	8.68765085	8.556596407	8.5093284	8.777141275	8.73409151	8.554453324	8.617472343	8.64647358	8.753925874	8.579569282	8.699984445	8.712846171	8.817842447	8.559354812	8.529509482	8.792003796	8.703624849	8.626349927	8.630774442	8.53414147	8.410962058	8.427241198	8.658624953	8.691510523	8.708119878	8.627299556	8.545684106	8.679375479	8.683117322	8.721965285	8.700818531	8.60018353	8.50944639	8.44651846
X3568.PPP1CB	7.960547042	7.710296702	7.744878491	7.670248798	7.874138193	7.645015089	7.820963955	7.916062443	7.961636144	7.696296023	7.789890615	7.36327984	7.599129269	7.727327738	7.484786567	7.764053493	7.89351457	7.86775939	7.681683422	7.816679518	7.865171721	7.964917722	7.97295886	7.983246316	7.876096043	7.832991648	7.841955538	7.76301551	8.078485801	7.664528201	7.973225017	7.998531165	7.822173355	7.721794808	7.974340911	8.120878198	8.101591982	8.091138205	7.956466645	7.739050979	7.757265711	7.935203384	8.055958584	8.003411892	7.8073885	7.649293001	7.69446371
X3569.CALM1	9.508583572	9.425960989	9.22698487	9.361723984	9.46621361	9.355443766	9.483347938	9.5396475	9.542699461	9.359518428	9.377330536	9.044070194	9.443649609	9.259526891	9.380061377	9.485560572	9.356486644	9.602177791	9.281982695	9.410023808	9.357964989	9.585643513	9.359211013	9.43550452	9.494882153	9.448933113	9.322663882	9.360768859	9.471542429	9.554855412	9.485214013	9.423246457	9.486247568	9.499211123	9.276844012	9.546227374	9.551046093	9.582545687	9.509097316	9.357721473	9.454852837	9.434045441	9.301805168	9.370527062	9.434634445	9.431458581	9.338344478
X3571.PSMC1	8.490210542	8.155961057	8.241063484	8.481824653	8.339391743	8.081553457	8.428740548	8.220288487	8.27221005	8.03382303	8.171624964	8.326673797	8.25045463	8.242256485	8.330599648	8.425097006	8.176943056	8.173134742	8.117820774	8.286714962	8.222905626	8.290724175	8.45258429	8.39719778	8.471546562	8.030611638	8.133098626	8.285618174	8.328783366	8.433947915	8.492684045	8.394485572	8.378192522	8.158640894	8.469973076	8.039236397	8.201831595	8.274373141	8.186177592	8.288788339	8.272431013	8.522858783	8.301375018	8.280759137	8.464192342	7.992179266	8.45938769
X3573.PSMC5	8.503661622	8.403725961	8.454927436	8.549337313	8.511881674	8.318832396	8.626939291	8.55741639	8.452664847	8.243208144	8.364473483	8.545123901	8.486085871	8.513021298	8.432065138	8.508767868	8.37265896	8.437536309	8.253092639	8.341717055	8.4973076	8.585093501	8.576745213	8.454488664	8.618620335	8.553286604	8.324949919	8.514476984	8.456032402	8.527398643	8.747736608	8.526142346	8.526561021	8.466276763	8.490859262	8.63908377	8.519150952	8.56111658	8.482694061	8.50241045	8.399526696	8.48618066	8.432789144	8.424341862	8.500777644	8.359991518	8.536734046
X3574.RPS8	9.347384244	9.292391849	9.259334602	9.505355283	9.497411364	9.051423336	9.417261451	9.272555065	9.471632329	9.353859024	9.34503111	9.39136695	9.394213093	9.206595176	9.400385837	9.389960403	9.209058998	9.237950728	9.326373031	9.330075106	9.278960321	9.506196913	9.505699937	9.352722044	9.287576143	9.36432143	9.257437889	9.398293663	9.451632273	9.459303107	9.5205272	9.474537907	9.349280069	9.362545018	9.341834804	9.379414949	9.235923846	9.387211126	9.291140233	9.401032088	9.285988968	9.336603069	9.352316655	9.488896725	9.428228027	9.224758653	9.332152437
X3575.RPS15A	9.028915915	8.856969677	8.898879711	9.117285323	8.982432468	8.898198782	8.936342849	8.895576247	9.032359672	9.037194181	8.895108493	9.047763799	8.961032775	9.019733508	8.884258194	8.900359016	8.825704443	8.857701287	8.939530918	8.938289696	8.857068181	8.912793637	8.976328469	8.986143852	8.893121138	8.932556838	8.928414682	8.925611784	8.960612743	8.968900208	9.012416549	8.908205001	8.896831092	8.922267283	9.072243881	8.806610903	8.89309477	8.925728493	8.738122878	8.97755804	8.761055671	8.93582513	8.835696055	9.067758047	9.049713585	8.836370622	9.018225733
X3576.RPS16	9.013738771	8.845214081	8.823689012	9.119092142	9.001509279	8.851475559	8.892575946	8.876853338	9.017127566	8.917662459	8.883574697	8.995057449	8.928605586	9.011441976	8.878878856	8.897883643	8.839269495	8.749435695	8.938535517	8.929030151	8.760448662	8.983533332	8.978117493	8.994213745	8.716959792	8.905554403	8.767643867	8.879564077	8.826467095	8.901381338	8.950183602	8.819623104	8.85914484	8.928281738	9.061956818	8.637926885	8.76426645	8.870857295	8.610437847	8.802849288	8.787962097	8.907370255	8.797493147	9.061153153	9.072524608	8.827038387	9.033656455
X3579.YWHAE	9.467735085	9.393878613	9.42568677	9.448440134	9.395784205	9.372852689	9.414103938	9.494293478	9.438066053	9.373590831	9.347406163	9.19016076	9.476341575	9.428749659	9.466195794	9.491360635	9.632481892	9.498391451	9.600499961	9.417833931	9.230405374	9.654873421	9.387313771	9.401885485	9.394493044	9.623505192	9.344627328	9.364556771	9.462022395	9.57200972	9.512423105	9.426772405	9.221923601	9.386849838	9.353829929	9.35838948	9.493573377	9.526155117	9.404860355	9.471693359	9.589371011	9.456639386	9.366319085	9.342301418	9.432126482	9.445593817	9.44983012
X3580.RPS14	9.379212536	9.226232414	9.138800835	9.410418556	9.315143514	9.219424451	9.323064701	9.160016051	9.401027708	9.087889887	9.189321044	9.419834369	9.317482899	9.385822149	9.300774076	9.183813739	9.239356407	9.265717079	9.318334751	9.335461181	9.129472074	9.394507485	9.193051201	9.210075765	9.17123421	9.27638431	8.929804719	9.237878198	9.247942005	9.276015297	9.439276847	9.404365418	9.281895767	9.30240579	9.432302899	9.203197625	9.116350204	9.333984689	9.294009663	9.245975555	9.172545658	9.305623555	9.16758956	9.229749745	9.474972266	9.076627841	9.35793925
X3581.RPS23	8.872267856	8.55384477	8.292030839	8.838209687	8.64491902	8.611866024	8.804563274	8.718342651	8.784026802	8.603166807	8.315165082	8.859767435	8.779401284	8.55945681	8.718802874	8.586919588	8.433999881	8.536536259	8.571644923	8.633084928	8.604264914	8.729966886	8.823849979	8.81288127	8.533263312	8.711082782	8.537438726	8.782031927	8.645584269	8.689581946	8.806223059	8.774863019	8.623231469	8.565632196	8.907095661	8.505313731	8.437717861	8.699665792	8.523279349	8.731805157	8.476233183	8.614577304	8.224748855	8.825951007	8.826252624	8.396054581	8.597764951
X3582.RPS18	9.144724141	9.021211306	8.954674541	9.182263636	9.184608764	9.088104248	9.182969245	9.029792734	9.226722318	9.194251507	8.984215247	9.265371562	9.114126041	9.152147377	9.145155288	9.157948542	9.11164598	8.996907799	9.118732267	9.160989602	9.069112084	9.198589091	9.185623989	9.092183669	8.981008971	9.175573931	8.911771411	9.168336801	9.060228649	9.095379557	9.144842494	9.134322712	9.075514045	9.153779769	9.207413315	9.020851934	8.950481932	9.108036547	9.004422661	9.068562851	9.033305863	9.102850236	9.04947361	9.153430262	9.196433027	9.01990806	9.165387015
X3583.RPS29	9.106826764	8.994659194	8.999469016	9.240556044	9.168449924	8.883033548	8.920523835	8.839394598	8.95097164	8.776871053	9.038312541	9.16013253	8.923526852	9.060307541	8.985817076	8.929292948	9.051531819	8.986989644	8.584588406	9.089425562	9.234107234	9.030550976	9.127430079	9.01986233	8.918772991	9.072441514	9.052438782	8.969116071	9.030939273	9.039577257	9.100285634	9.004452555	8.87456316	8.707342765	8.877047265	8.921946709	8.985995632	9.043184552	8.881070327	9.090879349	8.883807975	8.962216798	9.037356933	9.113775467	9.031323773	8.726261697	8.811192036
X3584.RPS13	9.080677358	8.991957636	8.981543005	9.204337844	9.121011422	8.793354925	9.020575295	9.043900187	9.008454436	9.060520278	9.072865414	9.012890226	8.987479304	9.03631573	9.048345214	9.001359595	9.006336912	8.932272044	8.931385145	9.046157225	8.890609911	9.036007438	9.123561241	8.989830584	8.927505722	9.018332841	8.952633848	8.835384247	9.08589064	9.034655287	9.061971953	8.941829244	8.934059876	9.020942986	9.109724971	8.799203002	8.910872877	9.045984904	8.80245327	8.829360876	9.045336204	8.999067495	9.023114098	9.048617284	9.168815174	8.879091652	9.108497511
X3585.RPS11	9.194910405	9.061156889	9.052586768	9.331112288	9.229741242	9.083071129	9.162719652	9.057522624	9.202491478	9.212768083	8.987715027	9.234763129	9.165473708	9.164847747	9.120455808	9.143131663	8.967427507	8.967473939	9.060324777	9.159759618	8.866142495	9.198122704	9.209278627	9.155769686	9.002522036	9.148415677	8.971207609	8.985751008	9.101529365	9.126727433	9.14320295	9.174133516	9.032421136	9.131409435	9.227207825	8.933700693	8.974307728	9.142579793	8.915397943	9.03583796	9.014058171	9.081835738	9.008004052	9.209197677	9.272207719	9.069258735	9.257443336
X3593.SNRPD3	8.827553418	8.68069909	8.46561724	8.953865602	8.897163929	8.746793456	8.786735747	8.788414537	8.797741562	8.679485036	8.572603089	8.858252732	8.848746102	8.616582451	8.785359073	8.745516962	8.938812342	8.730500816	8.753621855	8.818249351	8.699977434	8.901278054	8.858622089	8.756066125	8.842434711	8.814304705	8.711084269	8.855393567	8.724011486	8.789810438	8.785832001	8.729084626	8.78048412	8.69346946	8.788977365	8.721535776	8.709776107	8.709004785	8.58764985	8.61296879	8.8944467	8.800031562	8.677883092	8.740255971	8.849524014	8.689914074	8.788898326
X3595.TMSB4X	9.601101783	10.29397196	9.775754984	9.336943582	9.396180279	10.2003303	10.00090882	10.60571422	10.52169534	9.750284343	10.23322965	9.632195629	9.797921602	9.249685001	8.480497809	9.927816337	9.627215482	10.31088011	7.967734964	10.11178922	10.07014125	10.2397248	9.92680825	10.35960773	10.22714335	9.811714884	10.19863276	9.865248534	10.24310032	10.61122071	10.4720521	10.15519051	9.307385035	10.10478578	7.065654308	10.3922075	10.14006127	10.53809622	10.17316783	9.992366349	10.23701989	10.46254187	10.37264022	10.27442841	10.2973775	10.09118244	7.343748065
X3596.ARF6	8.215005905	8.007167868	7.970070334	7.997835566	7.849785471	7.686284332	7.741771816	8.054591956	7.889133359	7.784358566	8.159713217	7.199324213	7.953674701	7.810573513	7.779867335	7.753336187	8.326725424	8.386623769	7.647658489	7.701007661	7.725401892	8.176997563	7.907909415	7.936169877	8.20473924	7.921803907	8.127794641	7.358521803	7.962348145	7.866463795	7.851538229	7.673958665	7.857290774	8.045171477	7.784815969	8.106508202	7.968974943	7.899373584	7.947042313	7.690743277	8.019206635	8.3722869	8.192571352	7.875580485	7.756179696	7.998033751	7.376085652
X3597.PSMC6	8.53593318	8.469133634	8.437959259	8.346389118	8.460907014	8.358452951	8.538110429	8.515954734	8.368202567	8.237137336	8.419263637	8.502419604	8.59481109	8.434963678	8.363346048	8.394631111	8.420938537	8.499424912	8.165857913	8.461972355	8.428474053	8.59114106	8.592258386	8.405311945	8.633502565	8.545131154	8.368404853	8.340666806	8.464116156	8.440989383	8.410723362	8.410720526	8.456831612	8.239481459	8.459998374	8.570381161	8.552713499	8.383264697	8.519259292	8.488834596	8.440522207	8.591246523	8.398765988	8.312113032	8.51649191	8.239659488	8.40178169
X3599.TBPL1	6.794711719	5.908385454	6.07534414	6.910747786	6.773266454	6.141030742	6.61288698	6.745831494	6.90233341	6.42023542	6.693897477	6.909511252	6.750343384	6.744104529	6.901294649	6.836946531	6.72449121	NA	6.511197226	6.903551256	6.939658535	6.407305976	7.181220158	NA	6.852336904	6.246348996	6.230513153	NA	7.002506367	5.684564944	6.685173123	6.542320124	7.168726865	6.548714268	6.806688756	5.998449292	NA	6.494672789	6.877747195	6.626395546	7.088125573	6.639369566	6.537531722	6.288675246	7.125050526	NA	6.550370386
X3600.RPL7A	9.347771445	9.108856722	9.040593654	9.486702047	9.369313316	8.892992477	9.301974807	9.135007043	9.346649115	9.261934206	9.240695938	9.283080521	9.248704232	9.078274621	9.283015557	9.214111634	9.215686191	8.994647478	9.184073315	9.268907596	9.011655758	9.426564912	9.398451637	9.314438274	9.064473361	9.199197159	8.943945077	9.263830594	9.3143194	9.359899342	9.424410919	9.305417867	9.251312177	9.269623001	9.329618912	9.056162733	9.025050569	9.236770252	9.004379472	9.108132417	9.107763203	9.294864194	9.254988918	9.413119998	9.408121442	9.086042804	9.305696183
X3601.POLR2G	7.399906553	7.206117944	7.272373407	7.690259643	7.541635646	7.395875493	7.38393317	7.104758566	7.25076092	7.234415557	7.268439164	7.795321129	7.587899958	7.222522397	7.513325584	7.29184077	7.636332202	7.394475555	7.15707491	7.376991784	7.780058137	7.321929827	7.824645792	7.229129006	7.274036052	7.533182952	7.294954416	7.636417647	7.404837522	7.396390674	7.325341972	7.493809036	7.365113336	7.259765908	7.297587108	7.242844562	7.31608631	7.403493695	7.359798887	7.552606865	7.548817025	7.177590759	7.437718891	7.367815348	7.456359925	7.182306982	7.016029219
X3603.ETF1	8.224201276	8.247900275	8.230120583	8.354764129	8.120867934	8.175725685	8.249905892	8.171715898	8.053202932	8.424316701	8.104804953	8.35568604	8.284189885	8.330402156	8.140802373	8.360144075	8.301487335	8.155206569	8.371708346	8.207222383	8.082612128	8.228286146	8.172907358	8.34865975	8.381647762	8.299253505	8.182426177	7.9778408	8.234133952	8.324313422	8.356609461	8.154896554	8.304674554	8.236573476	8.267593576	8.232685674	8.148747121	8.24173271	8.014961096	8.152173066	8.118257422	8.299144881	8.008080925	8.187208943	8.235949661	8.244497974	8.285643286
X3607.RPS4X	9.256025261	9.119761122	9.096503557	9.423986075	9.362242167	9.049191889	9.243653709	9.17089283	9.320828054	9.207026894	9.151409502	9.304169991	9.130633555	9.177684972	9.250088907	9.212333468	9.128166401	9.103749897	9.201443609	9.204809078	9.071246861	9.273049407	9.37200453	9.299151115	9.106822284	9.238309234	8.941483524	9.187474846	9.243940478	9.221553009	9.259883988	9.249710421	9.193924034	9.220038752	9.317155263	8.990991486	9.038850987	9.181996951	9.064052644	9.107362879	9.103394618	9.157683663	9.0997012	9.296099264	9.353539826	9.090093986	9.20986716
X3608.PPP2CB	6.859807358	6.618116349	6.540065568	6.538595291	6.823171798	6.501261551	NA	6.695094054	6.740168604	6.480180291	NA	6.556578536	6.931654273	6.876512825	6.44552956	6.662802528	6.372761146	6.865401449	6.338008584	6.869614453	NA	7.041730781	6.624536739	6.515997197	NA	6.958234325	6.514158372	6.511957867	6.520820701	6.532092413	6.59042084	7.002827915	6.422027064	6.742144079	6.709282886	7.213446111	6.455707463	6.632743282	6.862293469	6.715957022	6.840285948	6.504867223	5.955479943	6.574152679	6.240367149	6.572917377	6.849109681
X3611.RPL23A	9.439845806	9.176278292	9.171570345	9.534903917	9.440852276	9.164690496	9.392372928	9.150988099	9.418971168	9.249662675	9.278292184	9.389358238	9.286328704	9.351829464	9.287327645	9.36153435	9.215074526	9.150314436	9.160650385	9.288644012	9.210778696	9.470320226	9.417356938	9.303683548	9.177318921	9.347704415	9.100877076	9.306642166	9.411571139	9.386036194	9.456201928	9.351036716	9.29008297	9.36534284	9.434367726	9.117013015	9.049706335	9.323189246	9.155080201	9.278028846	9.194709212	9.233767019	9.32910899	9.42351825	9.427873122	9.205724679	9.389984389
X3612.RPS6	9.022880954	8.673133856	8.728997998	9.052007809	9.037249686	8.840233498	8.893498701	8.79096034	9.047678064	8.921487107	8.986680992	8.913618759	8.935028255	8.932170409	8.923646976	8.802999438	8.68705653	8.522096128	8.797916175	8.874460042	8.785351112	8.908621773	9.001844429	9.012363882	8.670213015	8.912032805	8.646147819	8.952503731	8.965882093	8.989379982	8.958869367	8.951873012	8.798834386	8.902484322	9.011818706	8.773383181	8.675242059	8.83462263	8.696778033	8.819887746	8.76471138	8.954258184	8.913919772	8.917035133	8.98723434	8.691890523	8.912049856
X3614.HIST1H4A	8.656271785	9.388606434	9.291437772	8.830794623	8.836279166	9.484346133	8.707760717	9.44259513	8.709296502	9.55626275	9.196218373	9.436755467	8.963579964	9.412117434	8.653985012	9.574259379	8.527223532	9.169854822	9.320266214	8.668132864	9.338046809	8.757351258	8.785333723	8.664506189	8.531408967	9.220371057	9.220675558	9.990610012	8.78002814	8.781443843	8.908280852	9.087639256	8.659050091	9.304522226	8.535306148	9.213476895	9.300238079	9.455136813	9.216258263	9.52176312	8.477279364	8.446282918	8.4676602	9.350775608	8.875721196	9.275019226	8.378975655
X3616.RAB1A	6.577724915	7.02194002	7.39588689	6.968763185	7.099875202	6.330609733	7.163462883	7.095924395	7.139149837	7.173480909	6.778072443	7.110315225	7.542315455	7.125655111	7.236211144	7.10115624	7.320470438	7.179247382	7.262905403	7.127344076	6.739618447	6.598465076	7.229651319	6.824289449	7.271938837	6.24053371	6.784193745	7.077941237	6.838857316	7.009958882	7.464183309	7.475257275	7.498790578	7.556565556	7.515022974	7.447090398	6.953910792	6.990833741	7.023641433	6.855199711	6.83331302	7.075994386	7.015057846	6.54200517	7.207029184	7.332108471	7.288940906
X3617.RAN	9.298381161	9.224481176	9.227181516	9.296556449	9.298592151	9.012031175	9.301110253	9.286665265	9.196096965	9.220009194	9.241224364	9.361533623	9.520627948	9.307019189	9.242611352	9.079296682	9.198327064	9.16923707	9.014717945	9.143706763	9.288438323	9.259564246	9.264231639	9.268004146	9.241147696	9.38625293	9.393253216	9.183215502	9.344852018	9.298157168	9.216166016	9.191474514	9.31961255	9.147566804	9.283411845	9.285399598	9.2438165	9.124886051	9.108766062	9.301568577	9.245969065	9.329804068	9.318219469	9.297902044	9.258469233	9.026644727	9.204217369
X3618.RPL23	9.013827499	8.754374938	8.726701206	9.074050534	8.969124018	8.567532678	8.935632364	8.812704798	9.001144685	8.78192603	8.834096029	9.005337088	8.935286143	8.987081962	8.881984183	8.908972109	8.661274883	8.734323961	8.762024279	8.773112362	8.549837899	8.912478475	9.038750917	8.89022311	8.815664571	8.891536675	8.690413466	8.812062734	8.87603216	8.772579581	8.876712718	8.877575276	8.955826817	8.912234779	9.119202295	8.63384165	8.653271963	8.798635698	8.693308801	8.835529121	8.734484427	8.770069294	8.823641043	8.831346137	9.082226668	8.696599422	8.985374964
X3619.RAP1A	5.881276108	6.45822772	6.753214079	5.944451607	6.489524841	7.287334276	NA	7.028096802	6.200702517	NA	5.899258974	6.844899188	6.28266987	NA	6.452305548	6.593988204	NA	6.670695368	NA	6.451629434	6.917084164	5.814059832	6.300096143	NA	6.252215216	6.133009254	6.345078604	6.456475594	6.158485313	NA	6.307893204	7.014684398	7.049920384	6.612191524	5.682014626	6.811873628	6.613458647	6.213754162	6.590179433	6.905261312	5.849200113	NA	6.090135133	6.038572195	6.059869024	6.608998545	5.993391227
X3620.UBE2D2	7.742428686	8.274234572	8.544786659	8.506133139	8.105293662	8.275017358	8.411594848	8.202332243	8.387604876	8.273331649	8.465767676	8.457952712	8.533041518	8.52917736	8.29646869	8.295281033	8.362822466	8.546800676	8.038434405	8.440935002	8.737826257	8.392144504	8.508632282	8.516040916	8.456499714	8.60232198	8.365308731	8.420649516	8.375129111	8.46254115	8.430750589	8.383469437	8.438133948	8.278068168	8.275176704	8.448400705	8.414433203	8.475932054	8.268040843	8.683591653	8.418879794	8.461609844	8.53206897	8.355786572	8.402714441	8.109245907	8.235152293
